Actual,Error,Predicted
319900,-8664.07038090525,-328564.07038090524
319900,-8957.832394207682,-328857.8323942077
319900,-9299.211429667897,-329199.2114296679
319900,-9134.982971264368,-329034.98297126434
319900,-9531.963068284347,-329431.9630682843
319900,-9531.963068284347,-329431.9630682843
319900,-8706.857912949838,-328606.8579129498
319900,-8812.631114312346,-328712.63111431233
319900,-9256.639971570614,-329156.63997157064
319900,-9274.682227006862,-329174.6822270069
319900,-9513.6904767959,-329413.6904767959
319777,-9175.680978042956,-328952.68097804295
319777,-8842.095564847947,-328619.0955648479
319500,-9089.520261364956,-328589.52026136493
319500,-8544.192184972326,-328044.19218497234
319500,-8219.09737071907,-327719.0973707191
319500,-8504.630944728327,-328004.6309447283
319500,-8701.975642897605,-328201.9756428976
319500,-8844.357642231436,-328344.35764223145
319459,-9429.096800102256,-328888.09680010227
319000,-8710.753994668676,-327710.75399466866
319000,-9203.20451823487,-328203.2045182349
319000,-8807.731496935154,-327807.7314969351
319000,-8916.97189730263,-327916.9718973026
319000,-8877.481305551057,-327877.4813055511
319000,-9167.26126614423,-328167.2612661442
319000,-9291.17842576104,-328291.17842576106
319000,-9302.828827926909,-328302.8288279269
319000,-9043.692371494108,-328043.69237149414
319000,-8043.709547457867,-327043.70954745787
319000,-8240.664936054667,-327240.6649360547
319000,-8387.619411102627,-327387.6194111026
319000,-8554.771274753612,-327554.7712747536
319000,-8928.836951653642,-327928.83695165365
319000,-8606.70903826775,-327606.7090382677
319000,-9103.606250582889,-328103.6062505829
319000,-8751.484012210805,-327751.4840122108
318900,-8759.83653391899,-327659.836533919
318750,-8569.51887334127,-327319.51887334127
318500,-9124.808835581991,-327624.808835582
318000,-9200.371866600492,-327200.3718666005
318000,-8897.92459764381,-326897.9245976438
318000,-8742.510332890868,-326742.51033289084
318000,-9086.118185483685,-327086.1181854837
317999,-9079.755804917399,-327078.7558049174
317500,-8746.543522289116,-326246.54352228914
317000,-9148.715452330862,-326148.7154523309
315999,-9103.906029742935,-325102.9060297429
315900,-9505.441369092841,-325405.44136909285
315500,-8905.40758170471,-324405.4075817047
315000,-8877.997329616519,-323877.9973296165
315000,-9225.9188281833,-324225.9188281833
315000,-9262.561249491777,-324262.56124949176
315000,-9028.002396935648,-324028.00239693566
315000,-8934.912329847008,-323934.912329847
315000,-8959.35422066773,-323959.35422066774
315000,-8646.505555438958,-323646.505555439
315000,-9219.48466021933,-324219.48466021934
315000,-8837.412428206586,-323837.4124282066
315000,-8863.409562408044,-323863.40956240805
315000,-9028.743081113398,-324028.7430811134
315000,-8913.22311436036,-323913.22311436036
315000,-9188.888064101877,-324188.88806410186
315000,-8984.728309033408,-323984.7283090334
315000,-8918.178016285203,-323918.1780162852
315000,-9324.546612404334,-324324.54661240435
315000,-8850.206292137798,-323850.2062921378
315000,-9266.390826783236,-324266.39082678326
315000,-8720.730356753746,-323720.73035675375
315000,-9047.468345511892,-324047.4683455119
315000,-9100.734134347247,-324100.73413434724
315000,-8569.127439714346,-323569.1274397143
315000,-8908.659282442592,-323908.6592824426
315000,-8988.004324584314,-323988.0043245843
315000,-8991.342413497205,-323991.3424134972
315000,-8405.394992701584,-323405.3949927016
315000,-9045.777509149024,-324045.77750914905
315000,-8939.523359168412,-323939.52335916844
315000,-8581.574304874415,-323581.5743048744
315000,-9340.945356884296,-324340.9453568843
314999,-8422.930109163974,-323421.930109164
314995,-9372.581033927994,-324367.58103392797
314900,-8978.798298194151,-323878.79829819413
314900,-9411.9758007216,-324311.9758007216
314900,-8997.195431957025,-323897.195431957
314900,-8753.110440818771,-323653.11044081877
314900,-8890.300779840596,-323790.3007798406
314900,-9411.9758007216,-324311.9758007216
314900,-9206.01398560738,-324106.01398560737
314500,-9437.583507986961,-323937.583507987
312500,-9367.641293325078,-321867.64129332505
312000,-8824.25163312778,-320824.2516331278
312000,-8848.344265043579,-320848.34426504356
312000,-9277.394137198944,-321277.3941371989
311250,-8839.252100621512,-320089.2521006215
310500,-8828.758851181696,-319328.7588511817
310500,-8649.204387875328,-319149.20438787533
310000,-9066.161581969258,-319066.16158196924
310000,-9012.090492104338,-319012.09049210435
310000,-9169.082080384747,-319169.0820803848
310000,-9369.281151774918,-319369.2811517749
310000,-9773.159798322866,-319773.1597983229
310000,-9273.613177500702,-319273.6131775007
310000,-8740.423491255373,-318740.4234912554
310000,-8932.872595424671,-318932.87259542465
310000,-8568.019559847313,-318568.0195598473
310000,-8635.31614737148,-318635.3161473715
310000,-8986.697144879028,-318986.697144879
310000,-8693.91749280906,-318693.91749280907
310000,-9343.47448883832,-319343.47448883834
310000,-9400.349986264548,-319400.34998626454
310000,-9534.981616584413,-319534.9816165844
309999,-8621.939644186261,-318620.93964418623
309999,-8864.908210675085,-318863.90821067506
309999,-8864.908210675085,-318863.90821067506
309999,-9090.674101394621,-319089.6741013946
309999,-8599.32434302932,-318598.3243430293
309990,-8882.530949408338,-318872.53094940836
309990,-8791.57929129318,-318781.57929129316
309900,-9004.695158556186,-318904.69515855616
309900,-8903.574325086498,-318803.5743250865
309900,-8595.251910402827,-318495.25191040285
309900,-9163.766663044831,-319063.7666630448
309900,-9163.565526365992,-319063.565526366
309900,-8916.17548472333,-318816.17548472335
309900,-8615.054210617001,-318515.054210617
309900,-8872.107847653891,-318772.1078476539
309900,-8443.215186981888,-318343.2151869819
309900,-8702.591543540128,-318602.5915435401
309900,-8882.498621646237,-318782.49862164626
309900,-8581.574304874415,-318481.5743048744
309900,-9166.111896669898,-319066.1118966699
309900,-8440.745542230492,-318340.7455422305
309900,-8493.833649269414,-318393.8336492694
309900,-8692.86276307361,-318592.8627630736
309900,-8767.258150268852,-318667.25815026887
309900,-9206.97968802269,-319106.9796880227
309900,-8885.06813301358,-318785.06813301356
309900,-9286.624139166353,-319186.6241391664
309900,-9278.019737559094,-319178.0197375591
309500,-8714.002590733653,-318214.00259073364
309500,-9051.574473854636,-318551.5744738546
309500,-9293.078641299864,-318793.07864129986
309000,-8823.937895745152,-317823.93789574516
309000,-9089.14104833752,-318089.1410483375
309000,-9176.907247386574,-318176.9072473866
309000,-9776.017309424222,-318776.01730942423
309000,-8655.50625852528,-317655.5062585253
309000,-9616.82521949484,-318616.8252194948
309000,-9264.404342005591,-318264.4043420056
309000,-9195.713328064008,-318195.713328064
309000,-9059.2192046872,-318059.2192046872
309000,-9359.738316138197,-318359.7383161382
309000,-8048.691270121046,-317048.691270121
309000,-8485.96402748958,-317485.9640274896
309000,-8861.874105832698,-317861.8741058327
309000,-8567.007714099354,-317567.00771409937
309000,-8720.131069044206,-317720.13106904423
309000,-9265.64880543433,-318265.64880543435
309000,-9275.642006820832,-318275.6420068208
308100,-9476.79062643958,-317576.79062643956
308000,-8965.481153348695,-316965.4811533487
308000,-9255.078096079782,-317255.07809607976
307900,-8890.906714616782,-316790.9067146168
307777,-9261.37974039104,-317038.37974039104
307000,-9116.424044637439,-316116.4240446374
307000,-8665.029052776032,-315665.02905277605
306500,-9389.967768588287,-315889.9677685883
305500,-9462.892538570639,-314962.8925385706
305000,-9481.415710990004,-314481.41571099
305000,-9246.252454394926,-314246.25245439494
305000,-8823.979056576934,-313823.9790565769
305000,-9338.040921710044,-314338.04092171
305000,-9155.081346579615,-314155.0813465796
305000,-8790.248533273008,-313790.248533273
305000,-8522.774141451951,-313522.7741414519
305000,-9101.563552127469,-314101.56355212745
305000,-8698.305852214322,-313698.30585221434
305000,-9005.123099289542,-314005.12309928954
305000,-8723.96047201889,-313723.96047201887
305000,-8543.744184537789,-313543.7441845378
305000,-8317.969794455326,-313317.96979445533
305000,-9225.594443637705,-314225.5944436377
304999,-8690.277808635312,-313689.2778086353
304999,-9449.545955801224,-314448.5459558012
304999,-8070.9371857278575,-313069.9371857279
304900,-8710.461262761351,-313610.4612627613
304900,-9122.869734301714,-314022.8697343017
304500,-8661.879436791269,-313161.8794367913
300000,-9218.794163074177,-309218.79416307417
300000,-9500.761794733009,-309500.761794733
300000,-9486.032118472309,-309486.0321184723
300000,-9360.380075181367,-309360.38007518137
300000,-9236.363010745614,-309236.3630107456
300000,-8964.0646589667,-308964.0646589667
300000,-8860.126074065725,-308860.12607406575
300000,-8828.784573937957,-308828.78457393794
300000,-8497.963146830132,-308497.96314683015
300000,-9172.470946224585,-309172.4709462246
300000,-8947.56256085763,-308947.5625608576
300000,-8318.006160516745,-308318.00616051676
300000,-9362.48652541323,-309362.48652541323
300000,-9025.478937997823,-309025.47893799783
299999,-8454.93631676636,-308453.93631676637
299999,-9287.209370074299,-309286.2093700743
299999,-9142.954890752038,-309141.95489075204
299999,-9233.410536338803,-309232.4105363388
299999,-9099.538793176593,-309098.5387931766
299999,-8849.205281154915,-308848.2052811549
299999,-9194.37583432485,-309193.37583432486
299998,-8993.484488796055,-308991.48448879604
299995,-8436.60901409549,-308431.6090140955
299990,-9060.99794278473,-309050.99794278474
299990,-8784.322125203513,-308774.3221252035
299950,-8700.035344621288,-308650.0353446213
299915,-9096.794169493736,-309011.7941694937
299900,-8869.808129659341,-308769.80812965933
299900,-8869.808129659341,-308769.80812965933
299900,-8388.226906464948,-308288.22690646496
299900,-8797.204597019483,-308697.2045970195
299900,-8950.526384655495,-308850.5263846555
299900,-8901.40927804555,-308801.4092780455
299900,-9017.955381362715,-308917.9553813627
299900,-9526.88220004767,-309426.88220004766
299900,-8591.130397579056,-308491.13039757905
299900,-8814.756172634328,-308714.7561726343
299900,-9462.123230021529,-309362.1232300215
299900,-9125.289417251335,-309025.28941725136
299900,-9231.533713085331,-309131.53371308534
299900,-9022.531768056118,-308922.5317680561
299900,-9231.533713085331,-309131.53371308534
299900,-9372.29267563376,-309272.29267563374
299900,-9085.490318387303,-308985.4903183873
299900,-9170.914224128534,-309070.91422412853
299900,-9065.130372244397,-308965.1303722444
299900,-8978.072028304789,-308878.0720283048
299900,-8765.653657339744,-308665.65365733975
299900,-9129.885596818993,-309029.885596819
299800,-8751.772838104534,-308551.7728381045
299750,-9226.182779218554,-308976.18277921854
299500,-9404.676315442059,-308904.6763154421
299500,-9291.314049729699,-308791.3140497297
299500,-8367.168840423023,-307867.168840423
299500,-8733.911268986034,-308233.91126898606
299500,-9468.419268730007,-308968.41926873
299000,-8831.654174925654,-307831.65417492564
299000,-8831.654174925654,-307831.65417492564
299000,-8884.438424081176,-307884.4384240812
299000,-9051.196310645164,-308051.19631064514
299000,-9011.548948310663,-308011.54894831066
299000,-9269.021875711855,-308269.02187571186
299000,-8886.301270796857,-307886.30127079686
299000,-9085.819857465305,-308085.8198574653
299000,-9476.645409686405,-308476.64540968643
299000,-8890.539298692109,-307890.53929869214
299000,-9503.572351264107,-308503.5723512641
299000,-8551.513322638875,-307551.5133226389
299000,-8900.093322722885,-307900.0933227229
299000,-8900.093322722885,-307900.0933227229
299000,-9161.298611013704,-308161.2986110137
299000,-9318.334639115574,-308318.33463911555
299000,-9107.200969883377,-308107.20096988336
299000,-9107.200969883377,-308107.20096988336
299000,-8726.691745050248,-307726.69174505025
299000,-9145.123178579666,-308145.12317857967
299000,-9254.216680855796,-308254.2166808558
299000,-9091.805224761914,-308091.8052247619
299000,-9357.649684189455,-308357.64968418947
299000,-8978.949072450192,-307978.94907245017
299000,-9209.131627459026,-308209.131627459
299000,-8877.687214891437,-307877.6872148914
299000,-9268.828573169028,-308268.828573169
299000,-9232.486454000675,-308232.4864540007
299000,-9346.54113288915,-308346.54113288916
299000,-9515.185125030821,-308515.1851250308
299000,-9289.365592399661,-308289.36559239967
299000,-8566.230339006674,-307566.2303390067
299000,-9017.011417063042,-308017.01141706307
299000,-8803.581731684215,-307803.5817316842
299000,-8390.585501137577,-307390.5855011376
299000,-9094.783497193355,-308094.78349719336
299000,-8406.639635442532,-307406.6396354425
299000,-8407.242490429035,-307407.242490429
299000,-8436.856010136911,-307436.8560101369
299000,-8449.838139407719,-307449.83813940774
299000,-8551.501205613837,-307551.50120561384
299000,-8562.715545057998,-307562.715545058
299000,-8578.189725781414,-307578.18972578144
299000,-8603.43999020491,-307603.43999020493
299000,-8613.598146516475,-307613.5981465165
299000,-8963.819141704791,-307963.81914170476
299000,-8637.954887754326,-307637.95488775434
299000,-9056.45539633965,-308056.45539633965
299000,-8988.416840561926,-307988.4168405619
299000,-9081.577089042645,-308081.57708904264
299000,-8685.023816023788,-307685.0238160238
298950,-8871.285256252526,-307821.2852562525
298900,-8998.850295727227,-307898.8502957272
298900,-9450.93192809611,-308350.9319280961
298900,-8997.493409769282,-307897.49340976926
298800,-9000.021840568645,-307800.02184056863
298550,-9671.879223698912,-308221.8792236989
298500,-8789.911343229012,-307289.911343229
298500,-9389.967768588287,-307889.9677685883
298327,-8638.656286643023,-306965.656286643
298000,-8499.779349406106,-306499.77934940613
298000,-9207.011901844035,-307207.01190184406
298000,-9261.424755214495,-307261.4247552145
298000,-9116.700029787926,-307116.7000297879
298000,-9064.205919748163,-307064.2059197482
298000,-9298.563078938665,-307298.5630789387
297999,-8976.560896034192,-306975.5608960342
297900,-8651.904571736724,-306551.9045717367
297500,-9473.166998976732,-306973.1669989767
297500,-9473.166998976732,-306973.1669989767
297000,-9103.929735847256,-306103.9297358473
297000,-9300.404517921244,-306300.40451792127
297000,-9300.404517921244,-306300.40451792127
296500,-9629.494925742676,-306129.4949257427
295700,-8897.470665754692,-304597.4706657547
295600,-8903.635173675266,-304503.63517367525
295500,-8891.60283617907,-304391.6028361791
295000,-8990.720958774678,-303990.7209587747
295000,-8656.448747967446,-303656.4487479674
295000,-8929.82076248964,-303929.82076248963
295000,-9140.176365371413,-304140.1763653714
295000,-8859.263812081579,-303859.2638120816
295000,-8834.888233269765,-303834.88823326974
295000,-8834.888233269765,-303834.88823326974
295000,-9275.094823248279,-304275.0948232483
295000,-9711.328012702432,-304711.3280127024
295000,-9302.438916213732,-304302.43891621375
295000,-8450.917831081411,-303450.91783108143
295000,-8989.43760460905,-303989.43760460906
295000,-9667.883132468829,-304667.88313246885
295000,-9321.621698093519,-304321.62169809354
295000,-8988.05236831316,-303988.05236831313
295000,-8886.612845487094,-303886.6128454871
295000,-9114.330050167247,-304114.3300501672
295000,-9296.609670772503,-304296.6096707725
295000,-8540.467839137938,-303540.46783913794
295000,-9578.476124878593,-304578.47612487857
295000,-9719.276983758653,-304719.27698375867
295000,-9059.940835986834,-304059.9408359868
295000,-9329.96398714288,-304329.9639871429
295000,-9620.77594384506,-304620.77594384504
295000,-9185.610305293963,-304185.610305294
295000,-9111.943536774208,-304111.9435367742
295000,-9114.191552390424,-304114.1915523904
295000,-8823.979056576934,-303823.9790565769
295000,-8883.436931744072,-303883.4369317441
295000,-9187.089750146153,-304187.08975014614
295000,-9121.529569782439,-304121.52956978243
295000,-9252.976743862118,-304252.9767438621
294999,-9107.106568260144,-304106.1065682601
294999,-8812.19173553559,-303811.19173553557
294963,-9022.304554992035,-303985.304554992
294900,-8759.12973198617,-303659.12973198615
294900,-9292.760131255694,-304192.7601312557
294900,-8705.379980084725,-303605.3799800847
294500,-9326.460790662026,-303826.46079066204
294500,-8574.161875223217,-303074.1618752232
294490,-8774.66249120346,-303264.66249120346
294400,-8843.427984318501,-303243.4279843185
294000,-8707.547617641985,-302707.547617642
294000,-9147.564170248426,-303147.5641702484
294000,-9252.594002195665,-303252.5940021957
292500,-8581.818972665962,-301081.81897266593
292000,-9157.845206949085,-301157.8452069491
292000,-8504.109353263084,-300504.1093532631
292000,-8568.220696526152,-300568.2206965262
292000,-8746.850263941795,-300746.8502639418
291100,-8964.516436517524,-300064.51643651753
291100,-8964.516436517524,-300064.51643651753
290900,-9097.970792461567,-299997.9707924616
290000,-9030.863852688546,-299030.8638526885
290000,-9126.580065395314,-299126.58006539533
290000,-9521.079030991685,-299521.0790309917
290000,-8884.283530856821,-298884.28353085683
290000,-8918.162271607183,-298918.1622716072
290000,-8753.558416399843,-298753.5584163999
290000,-8671.877432948133,-298671.87743294815
290000,-9176.924988828749,-299176.9249888288
290000,-8772.886259031242,-298772.88625903125
290000,-9207.790906252965,-299207.790906253
290000,-8482.358387695387,-298482.3583876954
290000,-8369.695791369442,-298369.6957913694
290000,-8919.506040468794,-298919.5060404688
290000,-8643.799750583285,-298643.7997505833
290000,-8639.33297389128,-298639.3329738913
290000,-8731.01782414347,-298731.01782414346
290000,-8752.22783426902,-298752.227834269
290000,-8821.856702242632,-298821.8567022426
290000,-8831.1157878268,-298831.1157878268
290000,-9176.081913794531,-299176.0819137945
290000,-9213.177112056894,-299213.1771120569
290000,-9632.854880061494,-299632.85488006147
289999,-9339.203802832873,-299338.20380283287
289999,-9351.922156522827,-299350.9221565228
289950,-8888.356580546118,-298838.3565805461
289900,-9248.887238379028,-299148.88723837904
289900,-8779.917997374638,-298679.91799737466
289900,-8811.749186744235,-298711.7491867442
289900,-8873.817591927856,-298773.81759192783
289900,-9168.687537119242,-299068.68753711926
289900,-9249.538523292444,-299149.53852329246
289900,-9228.636325662947,-299128.63632566296
289900,-9440.113281857253,-299340.1132818573
289900,-9022.110319960419,-298922.1103199604
289900,-8873.797905743446,-298773.7979057435
289900,-8846.184909334039,-298746.18490933406
289888,-9030.342368625805,-298918.3423686258
289750,-9275.732903115693,-299025.7329031157
289500,-9084.067816174485,-298584.0678161745
289500,-8955.104843381423,-298455.10484338144
289150,-8732.07705499581,-297882.0770549958
289000,-9441.688706126151,-298441.6887061262
289000,-8965.928055801156,-297965.92805580114
289000,-9189.641392781032,-298189.64139278105
289000,-8915.198697893606,-297915.1986978936
289000,-8848.628477700191,-297848.6284777002
289000,-9060.714685863357,-298060.71468586335
289000,-9421.747116755574,-298421.7471167556
289000,-9216.259717163324,-298216.25971716334
289000,-9272.443686376597,-298272.4436863766
289000,-8940.545719294467,-297940.54571929446
289000,-9551.120037182955,-298551.12003718293
289000,-8547.411086925751,-297547.4110869258
289000,-9534.55216386398,-298534.55216386396
289000,-8548.076149666127,-297548.0761496661
289000,-9059.6158952536,-298059.6158952536
288888,-9047.197678210485,-297935.1976782105
288490,-8774.66249120346,-297264.66249120346
288000,-8473.015931064638,-296473.0159310646
287000,-9282.909018233626,-296282.90901823365
286900,-8875.597984694248,-295775.59798469424
286500,-9548.417258308957,-296048.41725830897
286450,-9012.657495655403,-295462.6574956554
286000,-9244.018601196718,-295244.0186011967
285999,-8969.39881711741,-294968.3988171174
285700,-9182.582999691731,-294882.5829996917
285000,-8959.970290661347,-293959.9702906613
285000,-9258.319833631771,-294258.31983363174
285000,-8515.690147901243,-293515.69014790124
285000,-9140.377502050253,-294140.37750205025
285000,-8939.229995305932,-293939.22999530594
285000,-9410.24467695642,-294410.24467695644
285000,-8850.80350281938,-293850.8035028194
285000,-9467.956004536723,-294467.9560045367
285000,-9031.025322207466,-294031.0253222075
285000,-8841.443953444248,-293841.44395344425
285000,-9163.133317635959,-294163.133317636
285000,-8975.209471211154,-293975.2094712111
285000,-8977.715725505805,-293977.7157255058
285000,-8360.789452840983,-293360.789452841
285000,-8392.110525854107,-293392.1105258541
285000,-8626.907514891736,-293626.90751489176
284999,-8895.42924345593,-293894.42924345593
284990,-9063.094466960269,-294053.0944669603
284950,-8712.965119670822,-293662.96511967084
284900,-8855.03095931918,-293755.0309593192
284900,-8897.309554860189,-293797.30955486017
284900,-8848.533511036074,-293748.5335110361
284900,-8992.174246977818,-293892.17424697784
284900,-8993.462139112196,-293893.4621391122
284900,-8851.324374814752,-293751.32437481475
284900,-8865.218739405167,-293765.21873940516
284900,-8474.195512600725,-293374.1955126007
284900,-8531.445106290032,-293431.44510629005
284900,-8816.135643468067,-293716.13564346806
284900,-9348.7738028758,-294248.7738028758
284500,-8616.1224488558,-293116.1224488558
284500,-9029.643236473337,-293529.6432364733
284500,-9240.534175375557,-293740.53417537553
284500,-9332.905325113357,-293832.90532511333
284499,-8881.629106171973,-293380.62910617195
284482,-9596.050559837597,-294078.0505598376
284000,-9633.428096351468,-293633.42809635145
284000,-8855.774940801819,-292855.77494080184
284000,-8768.344726412182,-292768.3447264122
284000,-9293.957794543163,-293293.9577945432
283750,-9123.055380883112,-292873.0553808831
283000,-9158.376184312989,-292158.376184313
283000,-9093.911132125912,-292093.9111321259
283000,-8776.929906289377,-291776.9299062894
282500,-9251.779476264439,-291751.77947626443
282500,-10105.375163648165,-292605.37516364816
282500,-9602.740082032504,-292102.7400820325
282000,-9540.998218656485,-291540.99821865646
282000,-8802.233622916225,-290802.2336229162
282000,-9551.157000355195,-291551.1570003552
281990,-8774.66249120346,-290764.66249120346
281705,-8863.409562408044,-290568.40956240805
281500,-9389.967768588287,-290889.9677685883
281500,-9428.136609706145,-290928.13660970615
281000,-8945.57061944137,-289945.5706194414
280999,-9238.837183504646,-290237.83718350466
280500,-9504.271661591156,-290004.27166159113
280000,-9448.628012442015,-289448.62801244203
280000,-8776.361211439027,-288776.361211439
280000,-8766.079256068502,-288766.0792560685
280000,-8875.190452760322,-288875.1904527603
280000,-8890.182077223259,-288890.18207722326
280000,-8543.744184537789,-288543.7441845378
280000,-9604.886735788335,-289604.8867357883
280000,-9046.768691516972,-289046.76869151695
280000,-9010.096661326425,-289010.0966613264
280000,-8639.351752939512,-288639.3517529395
280000,-9138.651669430401,-289138.65166943043
280000,-9032.878199668392,-289032.87819966837
280000,-8886.101052787884,-288886.1010527879
280000,-8689.702646030526,-288689.7026460305
280000,-8388.243390500626,-288388.2433905006
280000,-9138.651669430401,-289138.65166943043
280000,-9006.063012034318,-289006.06301203434
279950,-9495.94956339107,-289445.94956339104
279950,-9241.671766062336,-289191.6717660623
279950,-8891.465431388888,-288841.4654313889
279950,-9363.900994789186,-289313.9009947892
279900,-8863.25421697569,-288763.2542169757
279900,-9099.43154506758,-288999.4315450676
279900,-8880.824021519991,-288780.82402152
279900,-9347.815173065825,-289247.8151730658
279900,-8968.97453117573,-288868.97453117574
279900,-9191.761862749116,-289091.7618627491
279900,-9481.016121732218,-289381.01612173225
279900,-8832.572703682923,-288732.57270368293
279900,-8834.692429297915,-288734.6924292979
279900,-9533.761023615654,-289433.76102361566
279900,-9167.804977595975,-289067.804977596
279900,-8857.692611068105,-288757.6926110681
279900,-9289.614746138039,-289189.61474613805
279900,-8796.494063454042,-288696.49406345404
279900,-8954.76583588548,-288854.7658358855
279500,-9353.60187140591,-288853.6018714059
279500,-9087.011956711654,-288587.01195671165
279500,-8733.309233620992,-288233.309233621
279500,-8888.873343969239,-288388.87334396923
279500,-8961.44761145909,-288461.44761145907
279500,-9460.218454840082,-288960.21845484007
279500,-9460.218454840082,-288960.21845484007
279500,-8976.218641682706,-288476.2186416827
279000,-9031.677436703456,-288031.67743670347
279000,-9231.172411286112,-288231.1724112861
279000,-9411.106229866755,-288411.10622986674
279000,-8538.27404493163,-287538.27404493163
279000,-9271.557363086575,-288271.55736308655
279000,-9083.528377650651,-288083.52837765065
279000,-9587.03261118492,-288587.0326111849
279000,-8826.276284676152,-287826.27628467616
279000,-9245.601479941817,-288245.6014799418
279000,-9245.601479941817,-288245.6014799418
279000,-9343.97163641416,-288343.9716364142
279000,-9039.369448596563,-288039.36944859655
279000,-9013.270737729714,-288013.27073772973
279000,-9671.879223698912,-288671.8792236989
279000,-8721.079254813214,-287721.0792548132
279000,-9291.276652664674,-288291.27665266464
279000,-8562.266847296853,-287562.26684729685
278000,-8740.06524214158,-286740.0652421416
278000,-9377.105923086954,-287377.1059230869
278000,-9110.286156682632,-287110.28615668265
277500,-8684.937749343624,-286184.93774934363
276000,-8829.44725640654,-284829.44725640654
275900,-8659.708896046333,-284559.70889604633
275000,-9546.305800722763,-284546.30580072274
275000,-8873.803020500281,-283873.8030205003
275000,-9030.113671850972,-284030.113671851
275000,-9265.217623914294,-284265.2176239143
275000,-8813.797147134565,-283813.79714713455
275000,-8765.304360231825,-283765.30436023185
275000,-8979.253730536657,-283979.2537305367
275000,-9007.224558909707,-284007.2245589097
275000,-9165.903915296993,-284165.903915297
275000,-9209.563388477349,-284209.56338847737
275000,-9344.584393711391,-284344.5843937114
275000,-9065.097845282302,-284065.0978452823
275000,-9276.271140751238,-284276.27114075125
275000,-9008.18549365891,-284008.18549365894
275000,-9160.019836378486,-284160.01983637846
275000,-9357.922797539299,-284357.9227975393
275000,-9414.058323476127,-284414.0583234761
275000,-9400.429189500486,-284400.4291895005
275000,-9109.409109178567,-284109.4091091786
275000,-8836.802968214242,-283836.80296821427
275000,-8833.418261830951,-283833.4182618309
275000,-9092.973094923867,-284092.9730949239
275000,-8937.154888824609,-283937.1548888246
275000,-9007.440880221116,-284007.44088022114
275000,-9144.728993938577,-284144.7289939386
275000,-9401.773660654382,-284401.7736606544
275000,-9089.07070644759,-284089.0707064476
275000,-9438.342494789962,-284438.34249479
275000,-9491.303230497526,-284491.3032304975
275000,-9543.792234134551,-284543.79223413457
275000,-9544.751618258731,-284544.7516182587
275000,-9612.478505263492,-284612.4785052635
275000,-9629.955324951283,-284629.95532495127
275000,-9652.511661885675,-284652.51166188566
275000,-9435.173440633356,-284435.17344063334
275000,-9571.836664637049,-284571.836664637
274990,-9123.645144764372,-284113.6451447644
274990,-9177.237572848719,-284167.23757284874
274990,-9019.121000179935,-284009.12100017996
274900,-9382.542966832327,-284282.54296683235
274900,-8927.863730528306,-283827.86373052833
274900,-9101.567047494726,-284001.5670474947
274900,-9190.855880413383,-284090.8558804134
274900,-9441.581132664482,-284341.58113266446
274500,-9652.49993555499,-284152.499935555
274500,-8930.93979368536,-283430.93979368533
274000,-8913.280108957453,-282913.28010895744
274000,-8882.20151276716,-282882.2015127672
274000,-8515.690147901243,-282515.69014790124
272000,-9281.106883992938,-281281.10688399296
272000,-8891.990590131094,-280891.9905901311
270000,-9471.262369400785,-279471.26236940076
270000,-9048.84758165284,-279048.84758165287
270000,-9309.118581551822,-279309.1185815518
270000,-8922.052500997615,-278922.0525009976
270000,-9157.718774175379,-279157.7187741754
270000,-9285.876266626668,-279285.87626662664
270000,-9114.11097284624,-279114.1109728462
270000,-8502.312551729383,-278502.3125517294
270000,-8903.326948311837,-278903.3269483118
270000,-9055.145353222262,-279055.14535322227
270000,-9085.797696990572,-279085.79769699054
270000,-9624.709925721214,-279624.7099257212
270000,-8794.083515181164,-278794.08351518115
270000,-8871.800361648122,-278871.80036164814
270000,-9061.189911080117,-279061.1899110801
269999,-8962.987490895048,-278961.98749089503
269999,-8541.930214991338,-278540.9302149913
269990,-8835.955031431193,-278825.95503143116
269990,-9343.108858231459,-279333.10885823146
269990,-9348.724844973376,-279338.72484497336
269900,-9197.792244869184,-279097.79224486917
269900,-9389.779063891081,-279289.7790638911
269900,-9142.36827021607,-279042.36827021604
269900,-9162.689162839,-279062.689162839
269900,-9309.93299850797,-279209.932998508
269900,-9062.854801527621,-278962.85480152763
269900,-9449.20802639957,-279349.20802639954
269900,-9175.260386668531,-279075.26038666855
269900,-8856.823167503548,-278756.8231675035
269900,-9354.474307245431,-279254.47430724546
269900,-8969.28214447179,-278869.28214447177
269900,-9049.079421772965,-278949.07942177297
269900,-9049.148778078757,-278949.1487780787
269500,-9157.918432138904,-278657.9184321389
269500,-9341.85477421127,-278841.85477421124
269500,-8926.928053646072,-278426.92805364606
269500,-9125.112830078315,-278625.1128300783
269500,-9431.221970822175,-278931.2219708222
269000,-9036.280540091357,-278036.28054009133
269000,-9017.14959941388,-278017.14959941385
269000,-9172.83035866215,-278172.8303586622
269000,-9184.237444461498,-278184.2374444615
269000,-9573.72443323769,-278573.7244332377
269000,-9127.031621573124,-278127.03162157314
269000,-9090.731095991714,-278090.73109599174
269000,-9932.675868254808,-278932.6758682548
269000,-9384.176890903871,-278384.17689090385
269000,-9128.064715664204,-278128.0647156642
269000,-9476.6077962438,-278476.6077962438
269000,-9284.635712570187,-278284.63571257016
269000,-8823.016376285492,-277823.01637628546
269000,-9258.261038760316,-278258.2610387603
